1.20704	0.323013
1.45965	0.0378264
-0.105713	0.77595
1.46253	0.0401399
1.96554	0.916315
2.23084	0.922683
2.166	0.905703
1.81283	0.732763
0.785638	-0.447513
2.00148	0.928153
0.000104912	0.332174
-0.00737384	0.429123
2.13115	1.05231
2.00204	0.291546
2.21404	0.825007
1.94298	1.11509
2.41789	1.09135
1.91888	0.968474
0.994488	-0.486091
0.716531	-0.218644
0.761201	-0.329123
2.10312	0.880246
0.00556663	-0.0205626
0.0746108	-0.0412223
2.2694	1.00253
1.98372	1.06057
2.02652	1.0059
1.81013	1.00896
0.0368715	0.302169
2.12759	1.07937
0.258097	0.00852712
1.78646	1.05959
1.99455	1.02472
0.912385	0.205897
1.90106	0.958803
2.06912	1.03537
0.264769	0.135667
1.55205	-0.0274273
0.103191	0.358119
1.762	0.962487
2.14102	0.899062
2.1395	1.13222
1.73834	-0.201728
0.952369	-0.23172
1.62668	1.05766
1.18706	-0.391548
2.17403	0.181015
1.60806	0.956837
0.106924	0.816589
2.09757	1.19895
-0.015434	0.599897
2.09989	0.918471
0.0823411	0.529594
0.983037	-0.258901
1.247	0.0807639
0.133414	0.081631
1.27911	0.239497
2.01308	0.931743
0.989207	-0.0981707
-0.0122928	0.0237343
1.44006	-0.240395
1.90098	0.842319
2.16137	0.894241
0.787678	-0.142182
1.84905	1.08139
0.206657	-0.000268496
1.75304	1.14662
2.25825	0.157742
1.40392	0.0291354
0.0178384	0.394755
2.00576	0.932926
1.72009	0.751794
0.278943	0.106758
0.185287	1.37799
2.29997	0.842432
0.0365243	-0.013473
2.12038	0.0169079
0.657614	-0.0386251
1.89592	1.04682
2.16965	1.06358
0.948511	0.383001
-0.0170032	0.553464
1.08286	-0.0847474
1.92288	0.851099
0.0412589	0.94753
0.0761032	1.38369
1.81253	1.06039
1.77853	0.960096
0.879034	0.0150161
0.00108113	0.389102
2.09383	1.24661
0.0787009	0.923341
0.465535	0.00507254
2.39368	-0.335715
-0.0076231	0.778489
1.80822	0.902604
1.974	1.06587
0.0316951	-0.106992
1.0557	-0.361081
0.372714	0.0647566
1.64337	0.948391
2.15857	0.81665
0.647173	-0.207307
1.662	0.922628
2.10982	0.762925
2.19607	1.02056
0.054409	0.174441
2.75934	-0.167589
0.0315125	0.440729
1.52952	0.974023
-0.0804224	0.769267
1.78535	1.14133
1.98925	0.72077
0.0759557	-0.000300659
1.63973	-0.100365
