2.34625	0.922683
2.24901	0.905703
2.19672	1.05231
2.32106	0.825007
2.62683	1.09135
2.15468	0.880246
2.4041	1.00253
2.19139	1.07937
2.10368	1.03537
2.21153	0.899062
2.20925	1.13222
2.14636	1.19895
2.14984	0.918471
2.24205	0.894241
2.44996	0.842432
2.25447	1.06358
2.14075	1.24661
2.23785	0.81665
2.16474	0.762925
2.29411	1.02056
2.1466	0.991127
2.38627	0.898
2.10736	0.959777
2.15147	0.861294
2.47309	1.13921
2.12433	0.909222
2.20793	0.860124
2.07219	0.998795
2.06454	1.20708
2.47918	1.03084
2.19448	0.967025
2.20031	1.12552
2.50179	0.999847
2.56587	0.983176
2.0259	1.08083
2.1601	0.888937
2.33755	0.944023
2.29786	0.902064
2.16261	1.09385
2.13763	1.14443
2.56885	0.893411
2.48236	0.940563
2.3564	1.03308
2.19384	1.3745
2.29037	1.10417
2.3614	0.951211
2.1848	1.11659
2.02387	1.1454
2.45243	0.985701
2.32313	0.874482
2.14464	1.03598
2.20118	1.11473
2.28164	1.17895
2.5936	1.00482
2.23647	0.893265
2.35746	1.04197
2.1081	0.822355
2.18774	0.969491
2.27518	1.03561
2.334	1.11167
2.04484	1.13324
2.2833	1.01045
2.39519	1.08372
2.14991	1.00759
2.69033	1.16393
2.255	0.961475
2.1717	0.838336
2.18132	1.04461
2.13945	1.0369
2.26873	0.700953
2.41154	1.0713
2.31778	0.985895
2.37778	0.964158
2.27836	0.912125
2.0761	1.13024
2.2579	1.01137
2.15614	1.12518
2.19502	0.960953
2.24602	1.07217
2.43421	1.03401
2.25054	0.812786
2.40172	0.94388
2.62681	0.83556
2.28032	1.0247
2.12546	1.06782
2.12335	0.997133
2.55077	1.03362
2.40452	1.07354
2.11896	0.809531
2.03331	1.14913
2.07242	1.15591
2.37103	1.06927
2.39965	1.0488
2.14692	0.970587
2.23447	1.15442
2.27631	0.862225
2.18113	0.968259
2.36157	0.885386
2.43975	1.0629
2.16617	0.890341
2.42463	0.984462
2.25583	1.10327
2.24769	0.772586
2.23863	1.06056
2.29025	1.15975
2.30384	0.992088
2.12477	0.886161
2.13417	0.878022
2.38803	1.00407
2.27674	0.782953
2.17334	0.992999
2.05864	1.03863
2.63567	1.03039
2.07703	1.10428
2.02211	1.10741
2.04127	1.10921
2.15103	0.925382
2.57427	1.09052
2.12272	1.11163
2.11125	0.923287
2.26157	0.869203
2.18258	0.881178
2.38474	1.10247
2.19256	0.894233
2.15085	0.986567
2.16828	1.08077
2.30081	0.993657
2.3818	0.970334
2.23892	1.04195
2.13332	1.22983
2.23628	0.951186
2.42452	0.880312
2.2037	0.98088
2.31028	1.07562
2.52085	0.86643
2.30819	0.774552
2.16138	1.07868
2.17138	1.11131
2.32116	0.985131
2.59002	0.879852
2.5162	1.01239
