1.04141	0.323013
1.09193	0.0378264
-0.211426	0.62076
1.09251	0.0401399
0.957128	-0.447513
0.000209823	0.265739
-0.0147477	0.343298
2.13115	0.209241
1.20041	0.291546
1.94298	0.460347
1.91888	-0.126103
0.998898	-0.486091
0.943306	-0.218644
0.95224	-0.329123
0.725633	0.132347
1.98372	0.242278
2.02652	0.0236034
1.81013	0.0358385
0.073743	0.241736
2.12759	0.317473
0.851619	0.00852712
1.78646	0.238354
1.99455	0.0988654
0.982477	0.205897
1.90106	-0.164789
2.06912	0.141481
0.852954	0.135667
1.11041	-0.0274273
0.206383	0.286495
1.762	-0.150051
1.14767	-0.201728
1.49925	0.148225
0.990474	-0.23172
1.62668	0.230636
1.03741	-0.391548
1.23481	0.181015
1.60806	-0.172654
0.213849	0.653271
-0.0308679	0.479918
0.164682	0.423675
0.996607	-0.258901
1.0494	0.0807639
0.266829	0.0653048
1.05582	0.239497
0.997841	-0.0981707
1.08801	-0.240395
0.957536	-0.142182
1.84905	0.325568
0.413313	-0.000214797
1.75304	0.58648
1.25165	0.157742
1.08078	0.0291354
0.0356767	0.315804
0.855789	0.106758
0.370574	1.10239
0.709217	-0.221215
0.807305	-0.013473
1.22408	0.0169079
0.931523	-0.0386251
1.89592	0.187287
2.16965	0.254336
0.989702	0.383001
0.734468	-0.120787
-0.0340063	0.442772
1.01657	-0.0847474
0.0825177	0.758024
0.152206	1.10695
1.81253	0.241578
1.77853	-0.159615
0.975807	0.0150161
0.00216225	0.311282
0.157402	0.738673
0.893107	0.00507254
1.27874	-0.335715
-0.0152462	0.622791
1.974	0.263481
1.01114	-0.361081
0.874543	0.0647566
1.64337	-0.206436
0.929435	-0.207307
1.662	-0.309486
0.643243	0.0355707
2.19607	0.0822461
0.108818	0.139552
1.35187	-0.167589
0.0630251	0.352583
1.52952	-0.103909
-0.160845	0.615413
1.78535	0.565335
1.12795	-0.100365
1.0662	-0.265655
1.74569	0.600947
0.740916	-0.192818
0.812291	0.153438
1.22194	-0.353619
-0.254159	0.689693
1.20593	0.054245
1.17637	0.358686
0.359452	0.0754653
0.103302	0.300063
2.09773	-0.0354939
1.15314	0.0128085
0.225156	0.13616
